bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
;ARCode: Augmented Reality Application for Learning Elementary Computer Programming;Sittiyuno, Sirawit and Chaipah, Kornchawal;;2019;IEEE Digital Library;32-37;;This paper presented ARCode, the system that employed augmented reality (AR) to motivate and help learners with programming. Since programming is an abstract task, many need help with programming, both technically and emotionally. ARCode is the game-based learning system that shows how each command works by using AR animations, and focuses on the logical order of commands. Learners can collaborate in the real world while practicing individually in the application. In our experiment, we found that the treatment group had significantly improved on their scores for all topics except for Selection, while the control group did not. The user satisfaction survey suggested that more than 80% of users accepted our system as a useful, enjoyable, and collaborative learning system. The primary results showed the system's potential to help learners better learn programming with high motivation.;;10.1109/JCSSE.2019.8864173;;;;"Programming;Tools;Animation;Games;Visualization;C++ languages;History;Learning Programming;Augmented Reality;Mobile Learning;Game-based Learning";;2642-6579;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;An Emotionally Responsive Virtual Parent for Pediatric Nursing Education: A Framework for Multimodal Momentary and Accumulated Interventions;Nam, Hyeongil and Kim, Chanhee and Kim, Kangsoo and Yeo, Ji-Young and Park, Jong-Il;;2022;IEEE Digital Library;365-374;;Immersive virtual reality (VR) simulations become more and more popular for basic nursing skills training in a realistic VR environment. However, there is still a gap of research that specifically focuses on pediatric nursing interventions where nurse trainees should be able to recognize and deal with the patient parent’s emotional responses appropriately. In this paper, we propose a novel nursing intervention analysis framework that evaluates the user’s nursing performance, by analyzing not only their momentary multimodal (verbal and nonverbal) behaviors, but also accumulated intervention behaviors that capture the overall nursing context. Based on the proposed framework, we developed an immersive VR-based nursing education system with an emotionally responsive virtual parent, and designed a realistic pediatric nursing intervention scenario in collaboration with a subject-matter expert (a nursing faculty in our university). An expert-evaluation study with professional nurses was conducted to assess the potential of the developed system—in particular, the effects of the emotionally responsive virtual parent— as an effective education tool, by comparing with an emotionally static/neutral virtual parent. Several factors of learning experience, e.g., immersion, realism, learning efficacy, and usefulness, were examined through a subjective questionnaire, and the results support the effectiveness of our system in clinical practice or educational settings. We discuss the findings and implications of our research with the nurse participants’ qualitative feedback, while also addressing possible limitations and future research directions.;;10.1109/ISMAR55827.2022.00052;;;;"Training;Solid modeling;Emotion recognition;Design methodology;Collaboration;Medical services;Behavioral sciences;Human-centered computing;Human computer interaction (HCI);Interaction paradigms;Virtual reality;HCI design and evaluation methods;User studies;Applied computing;Education;Interactive learning environments";;1554-7868;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;An Augmented Reality-based System for Fashion and Beauty Makeover;Tope, Arnav and Bhope, Omkar and Rane, Tanishk and Mahindrakar, Parimal;;2022;IEEE Digital Library;1-5;;With the large-scale virtualization of essential and non-essential services in today’s world, it has become imperative to develop an efficient and all-round online shopping system which stimulates the shopping experience while avoiding physical contact. Especially given the recent pandemic situation, such an online shopping system which incorporates the experience of physical shopping would turn out to become extremely useful. This paper thus proposes various methodologies and technologies which we have used to effectively implement the said system in the fashion industry using various augmented reality and artificial intelligence techniques for a holistic user experience.;;10.1109/IISEC56263.2022.9998275;;;;"Industries;Pandemics;Software algorithms;User experience;Real-time systems;Electronic commerce;Virtualization;AR in fashion;MediaPipe;Pose Estimation;3D Modeling;Face landmarks";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Geometry Consistency Of Augmented Reality Based On Semantics;Quan, Hongyan and Yao, Mingwei and Qian, XiaoXiao;;2021;IEEE Digital Library;1950-1954;;In augmented reality, for achieving geometric consistency in the perspective projection virtual-real, we propose a semantic consistency method to achieve the fusion between virtual and real objects with selected segmented objects in the real scene as references. The proposed framework maintains the three-dimensional structure of the scene by satisfying the global semantic map of the real scene. It takes the segmented objects in the scene as the basic unit, and executes the virtual and real fusion for ensuring the accuracy of the relative geometric position of the virtual objects. In addition, a multi-task network architecture is proposed to optimize the camera parameters based on the scene segmentation. The experiment results demonstrate the effectiveness of the proposed augmented reality geometric consistency framework, and confirm that our strategy has the capability of fusing the virtual and real geometric consistency.;;10.1109/ICASSP39728.2021.9414088;;;;"Geometry;Deep learning;Semantics;Signal processing;Network architecture;Cameras;Image sequences;Augmented reality;geometric consistency;semantic segmentation;multitask learning";;2379-190X;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Development of Civil Aviation Engine Virtual Simulation Teaching Platform Based on AR/VR;Liu, Chao and Tian, Ju and Wang, Bing and Liu, Xiong;;2023;IEEE Digital Library;368-372;;"The development of virtual simulation teaching resources and platforms based on VR/AR technology is an important means to carry out practical teaching in many disciplines. Based on the famous Unity 3D engine, this paper develops a complete set of virtual simulation teaching platform for civil aviation engines using the development kit of Vuforia. The platform includes functional modules such as principle analysis of engine system, demonstration video of engine component structure, disassembly training of engine components and AR resource library. Through practical teaching application, the platform has achieved good results in both ""teaching"" and ""learning"", and solved the dilemma of abstract expression in ""teaching"" and dull understanding in ""learning"", which is worthy of further promotion.";;10.1109/ICEIT57125.2023.10107866;;;;"Training;Electrical engineering;Solid modeling;Three-dimensional displays;Costs;Watches;Libraries;VR/AR technology;virtual simulation teaching platform;civil aviation engine";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Towards Immersive Learning in Object-Oriented Paradigm: A Preliminary Study;Fernandes, Filipe and Werner, Cláudia;;2019;IEEE Digital Library;59-68;;Object-Oriented Paradigm Teaching is mandatory in the curriculum of the courses of the Computing area. Students are taught fundamental concepts about this paradigm, such as class, object, encapsulation, polymorphism, generalization and composition. One of the major challenges of Software Engineering is to teach complex and abstract concepts in a short time, with examples or simple projects done in academic environments. Virtual Reality has demonstrated advantages applied to Education, providing immersive experiences and new ways of visualization and interaction. However, this technology has not been extensively explored in Software Engineering. In this sense, this paper aims to present a disruptive method of teaching and learning support on fundamentals in object orientation paradigm based on Immersive Learning, called OO Game VR. In addition, an initial heuristic evaluation was performed with 6 subjects in order to identify usability problems. Despite problems found related to support learning, navigation and orientation, the natural expression of action and clear entry and exit points, the subjects were able to perform all the tasks, showing indications that the application has the potential to support teaching of OOP teaching through Immersive Learning. In future works, the usability problems will be fixed and specific methods will be applied for measuring influence immersion on learning outcomes.;;10.1109/SVR.2019.00026;;;;"Education;Games;Software engineering;Usability;Avatars;Monitoring;immersive learning;object-oriented paradigm;software engineering education;virtual reality";;;;;Envolve o ensino de Engenharia de Software, mas não aborda o uso da Realidade Aumentada;45350;45358;annazenaide;annazenaide;Rejected;
;Collaborative Learning Environment over Internet Using Augmented Reality and Voice Interaction;Kenoui, Mouna and Mehdi, Mohamed Ait;;2022;IEEE Digital Library;1-8;;In this paper, we describe how we combined augmented reality based on marker tracking, 3D natural interaction using IBM Watson speech recognition capabilities on the cloud, and collaborative work allowing multiple users (students, teachers) to visualize in real-time and over the internet a same shared space mixing real scene with 3D contents of a biology course. Teachers and learners are able in such a way to interact collaboratively with the virtual objects in an intuitive and a natural manner by using voice commands and/or vocal inquiries to participate in the course and acquire knowledge. Each user is able to perform, during a real-time educational session, their own actions (selection, rotation, scale) over virtual objects and see and/or hear else’s actions and/or effects synchronously. Visual clues are added to enhance the context awareness and allow each user to recognize who else is acting/speaking at a given time in the group.;;10.1109/ICAASE56196.2022.9931571;;;;"Visualization;Three-dimensional displays;Federated learning;Education;Collaboration;Speech recognition;Context awareness;collaboration;augmented reality;3D interaction;HCI;collaborative learning environment;voice interaction;speech recognition;education.";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Making Augmented Reality Learning Media In Stereochemistry of Carbohydrate Concepts Oriented Multiple Representations;Hayat, Ilham Fitrotul and Windayani, Neneng and Irwansyah, Ferli Septi;;2021;IEEE Digital Library;1-5;;The purpose of this study is to describe the display and analyze the results of the validation test of augmented reality on the concept stereochemistry of carbohydrate oriented multiple representations. This study uses the Design Based Research (DBR) method with three stages, that is analysis, planning, and development stages. The results showed that the product of augmented reality can connect three levels representation of stereochemistry carbohydrate. Macroscopic representations are presented with images and text explanations. Submicroscopic representations are visualized with 3D molecules and animated videos whose relationships are presented in symbolic form. From the results of the overall validation test, calculation results of the augmented reality is 0.78 and are included in the moderately high validity category.;;10.1109/ICWT52862.2021.9678493;;;;"Wireless communication;Visualization;Three-dimensional displays;Chemistry;Media;Telematics;Planning;Augmented reality;stereochemistry of carbohydrates;multiple representations";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Mobile application for interactive learning of human anatomy using augmented reality;Hernandez Castillo, Juan Carlos and Calixto, Gino Salvador Quispe and García, Alvaro Antonio Aures and Oliden, Daniel Alejandro Subauste;;2023;IEEE Digital Library;1-8;;In the last decade, the push for digitalization due to the recent pandemic has led to the constant evolution of different fields. However, in the field of anatomy education, students' learning resources remain the same as they have been used in recent years, as does the lack of technological skills among educators in Peru. With the aim of providing a new alternative for learning human anatomy to the general public and promoting technology, the project aims to design, implement and validate a mobile application solution using augmented reality. This innovative approach helps to address a potential impact on the quality of education in the country. Our research demonstrates the feasibility and benefits of integrating AR into anatomy education such as improved enthusiasm for learning and retention of information versus traditional methods. All of this is reflected in the enhancement of comprehension and educational outcomes.;;10.1109/INTERCON59652.2023.10326048;;;;"Human anatomy;Pandemics;Computational modeling;Education;Knowledge based systems;Mobile applications;Proposals;Augmented Reality;Human Anatomy;Anatomy education;Mobile Application";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;A Mobile Application as Didactic Material to Improve Learning on Distributed Architectures;Ortiz, Guadalupe and Garcia-de-Prado, Alfonso and Boubeta-Puig, Juan and Cwierz, Halina;;2020;IEEE Digital Library;998-1003;;"The university has been applying a teaching methodology based on continuous assessment over the last few years. The main advantage of this methodology is that students acquire the knowledge gradually, so that they consolidate it better in their memory; however, they run the risk of forgetting what was studied in the first parts of the course when they finish it. To motivate students to review what they learnt, we have implemented an augmented reality mobile application and methodology with which students review the contents of the subject through the serious game. Moreover, the game focuses on the specific difficulties of each student by reinforcing those questions that are most difficult for them. In this paper, we also present how the game has been customized for various courses from the Degree in Computer Science and Engineering at the University of Cadiz and which results were obtained.";;10.1109/CSCI51800.2020.00185;;;;"Scientific computing;Education;Games;Computer architecture;Mobile applications;Internet;Augmented reality;Education;University;Distributed Architecture;Distributed Programming Technique;Gamification";;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;Virtual Makeover and Makeup Recommendation Based on Personal Trait Analysis;Perera, P. R. H. and Soysa, E. S. S. and De Silva, H. R. S. and Tavarayan, A. R. P. and Gamage, M. P. and Weerasinghe, K. M. L. P.;;2021;IEEE Digital Library;288-293;;The utilization of facial makeup is an important attribute in modern society as a means of self-expression, and as a method to feel more confident during social interactions. A makeover has become a necessity when attending divergent functions, and makeup used on diverse occasions varies in style. Choosing the perfect makeup that best suits a person is challenging unless they have years of expertise with cosmetics. This paper proposes a “Virtual Makeover and Makeup Recommendation System” to eliminate the need to be concerned about the appearance after applying makeup. The proposed system enables real-time makeup simulation in an Augmented Reality (AR) environment and recommends makeup styles considering skin tone, colour of clothing and hair, type of clothing and occasion to be attended with makeup. The personal traits of a user would be automatically detected and processed to generate recommendations for makeup products, namely lipstick, foundation and eyeshadow. Complications of wasting makeup products and time, and cleaning makeup can be mitigated by using a real-time makeup simulation system. Recommendations generated by the application assist the users to decide on makeup styles and provides a better user experience. The proposed system is developed with the aid of Deep Learning (DL) algorithms.;;10.1109/ICAC54203.2021.9671133;;;;"Hair;Deep learning;Clothing;Color;Real-time systems;User experience;Skin;virtual makeup;hair colour detection;makeup recommendation;skin tone detection;clothing detection";;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;A Registration Method for Augmented Reality System Based on Visual SLAM;Zhang, Zuoming and Shu, Man and Wang, Zixuan and Wang, Hanwen and Wang, Xin;;2019;IEEE Digital Library;408-411;;In augmented reality, smart devices need to sense their own position in real physical space and complex scene structure to achieve good virtual reality interaction and three-dimensional registration. This paper proposes a technical framework of visual SLAM, which uses VO and BA methods based on feature points to obtain pose, and applies it to the augmented reality system to realize pose estimation, registration, tracking, collision and other effects of intelligent equipment independent of artificial or natural landmarks.;;10.1109/EEI48997.2019.00094;;;;"Augmented reality;Feature matching;Posture optimization;Registration";;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;Mobile Augmented Reality System for Emergency Response;Sharma, Sharad;;2023;IEEE Digital Library;402-406;;There are a wide variety of mobile phone emergency response applications exist for both indoor and outdoor environments. However, outdoor applications mostly provide accident and navigation information to users, and indoor applications are limited to the unavailability of GPS positioning and WiFi access problems. This paper describes the proposed mobile augmented reality system (MARS) that allows both outdoor and indoor users to retrieve and manage information for emergency response and navigation that is spatially registered with the real world. The proposed MARS utilizes feature extraction for location sensing in indoor environments as during emergencies GPS and WiFi systems might not work. This paper describes the implementation of this MARS deployed on tablets and smartphones for building evacuation purposes. The MARS delivers critical evacuation information to smartphone users in the indoor environment and navigation information in the outdoor environments. A limited user study was conducted to test the effectiveness of the proposed MARS using the mobile phone usability questionnaire (MPUQ) framework. The results show that AR features were well integrated into the MARS and it will help identify the nearest exit in the building during the emergency evacuation.;;10.1109/SERA57763.2023.10197820;;;;"Mars;Navigation;Buildings;Emergency services;Indoor environment;Sensors;Augmented reality;Mobile augmented reality system;evacuation;navigation;Augmented Reality emergency response;mobile application;two-dimensional/three-dimensional visualizations";;2770-8209;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;SC '22: Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis;;;2022;ACM Digital Library;;;"This volume, containing the accepted technical papers and ACM Gordon Bell prize finalists, captures the best current research in all aspects of High Performance Computing (HPC). The SC22 Archive at the conference web site sc22.supercomputing.org complements this volume by collecting other high quality, peer-reviewed material including research posters, the visualization &amp; data analytics showcase, panels, birds of a feather, workshops, and tutorials.";;;;;;;IEEE Press;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;ICMHI '22: Proceedings of the 6th International Conference on Medical and Health Informatics;;;2022;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;Effect of augmented reality–based rehabilitation of hand burns on hand function in children: A randomized controlled trial;Khalaf Marran Khamees and Kolsoum Deldar and Omid Yazarlu and Alaa M. Tuama and Raha Ganji and Seyed Reza Mazlom and Razieh Froutan;Journal of Hand Therapy;2024;Science@Direct;;;"Background
Despite the use of traditional rehabilitation methods, hand function may still remain impaired in children suffering from burn injuries.
Purpose
This study aimed to assess the impact of implementing an augmented reality (AR) rehabilitation booklet designed for pediatric hand burn on their hand functionality.
Study design
This was a randomized controlled trial.
Methods
Seventy-two children, aged 8-14 years with a hand burn, were randomly allocated into intervention (n = 36) and control (n = 36) groups. Children in the control group received routine rehabilitation program, while in the intervention group, children performed exercises using a printed booklet with related AR application. The Jebsen-Taylor Hand Function Test was completed before the intervention at the time of the patients' discharge and 1 month later.
Results
The results of analysis of covariance based on baseline- and fully-adjusted models showed significant intervention effect after discharge as well as after intervention for hand function (mean difference [95% confidence interval] for discharge: −8.2 [−15.0 to −1.4] and for after intervention: −74.0 [−88.8 to −59.1]) and the items (all p < 0.05), except for writing and lifting large light objects for both after discharge and after intervention measures (all p-value > 0.05).
Conclusions
A significant decrease in the total time taking to complete the Jebsen-Taylor hand function test was observed in the intervention group compared to the control group 1 month after discharge. Rehabilitation of children with hand burns, using printed educational booklet with related AR application, improves their hand function.";;https://doi.org/10.1016/j.jht.2023.10.009;https://www.sciencedirect.com/science/article/pii/S0894113023001709;;;Augmented reality, Rehabilitation, Hand function, RCT, Children;;0894-1130;;;Use of AR unrelated to the teaching of Software Engineering;45350;45358;annazenaide;annazenaide;Rejected;
;PACT '22: Proceedings of the International Conference on Parallel Architectures and Compilation Techniques;;;2022;ACM Digital Library;;;PACT is a long-running and unique conference at the intersection of parallel architectures and compilers that brings together researchers from industry, academia, and national laboratories to present and discuss their latest research results. How applications serve as a driver for innovations in architecture and compilers is an important theme of the conference.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;CPS-IoT Week '23: Proceedings of Cyber-Physical Systems and Internet of Things Week 2023;;;2023;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;Designing Immersive Gamified Experiences in the Metaverse for Enhanced Student Learning;Damaševičius, Robertas and Sidekersniene, Tatjana;;2023;IEEE Digital Library;1-6;;The integration of the Metaverse with educational contexts offers new opportunities for innovative teaching and learning strategies. This paper examines the design and implementation of immersive, gamified experiences in the Metaverse as a means of enhancing student learning. We explore the theoretical underpinnings of gamification and immersive learning, and demonstrate how these principles can be effectively applied in a Metaverse environment to foster greater student engagement and motivation. Drawing upon real-world case studies in mathematics education at a university course, we provide insights into the successes and challenges encountered in the design and implementation process, and we evaluate the learning outcomes associated with these gamified experiences. We conclude by discussing the future potential of gamified learning in the Metaverse, suggesting areas for further research and development. This paper contributes to the growing body of knowledge on Metaverse-based education, and provides practical guidance for educators and instructional designers seeking to leverage the potential of this emerging technology for innovative teaching and learning.;;10.1109/iMETA59369.2023.10294971;;;;"Metaverse;Education;Differential equations;Virtual reality;Games;Mathematics;User experience;Metaverse;Gamification;Immersive Learning;Engagement;Educational Technology;Augmented Reality";;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;SenSys '22: Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems;;;2022;ACM Digital Library;;;Welcome to ACM SenSys 2022, the 20th ACM Conference on Embedded Networked Sensor Systems, the premier computer systems conference focused on networked sensing systems and applications.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;"ICFNDS '22: Proceedings of the 6th International Conference on Future Networks &amp; Distributed Systems";;;2022;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;SLE 2022: Proceedings of the 15th ACM SIGPLAN International Conference on Software Language Engineering;;;2022;ACM Digital Library;;;Welcome to the 15th ACM SIGPLAN International Conference on Software Language Engineering (SLE), co-located with the ACM SIGPLAN conference on Systems, Programming, Languages, and Applications (SPLASH) in Auckland, a vibrant port city in northern New Zealand, from December 5th to December 10th 2022. Like its predecessors, the this edition of the SLE conference, SLE 2022, is devoted to the principles of software languages: their design, their implementation, and their evolution. As such, SLE brings together researchers united by their common interest in the creation, capture, and tooling of software languages.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;RACS '23: Proceedings of the 2023 International Conference on Research in Adaptive and Convergent Systems;;;2023;ACM Digital Library;;;With the expansion of both the Internet and the advanced information technology development profession, reliable and convergent computing has attracted increasing interest in both academia and industry. To cope with this important problem, the Research in Adaptive and Convergent Systems (RACS) provides a forum for exchanging highly original ideas about an important class of computing systems. The RACS aims primarily at researchers who have experience in reliable and convergent computing systems and are engaged in the design and implementation of new computing applications. Each year RACS brings together engineers and scientists from diverse communities with interests in practical computing technologies and creates an environment for them to discuss and report experimental results, novel designs, work-in-progress, experiences, case studies, and trend-setting ideas.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;MHV '23: Proceedings of the 2nd Mile-High Video Conference;;;2023;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;CUI '22: Proceedings of the 4th Conference on Conversational User Interfaces;;;2022;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;HP3C '22: Proceedings of the 6th International Conference on High Performance Compilation, Computing and Communications;;;2022;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;WebMedia '22: Proceedings of the Brazilian Symposium on Multimedia and the Web;;;2022;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;The Handbook on Socially Interactive Agents: 20 years of Research on Embodied Conversational Agents, Intelligent Virtual Agents, and Social Robotics Volume 1: Methods, Behavior, Cognition;;;2021;ACM Digital Library;;37;The Handbook on Socially Interactive Agents provides a comprehensive overview of the research fields of Embodied Conversational Agents, Intelligent Virtual Agents, and Social Robotics. Socially Interactive Agents (SIAs), whether virtually or physically embodied, are autonomous agents that are able to perceive an environment including people or other agents, reason, decide how to interact, and express attitudes such as emotions, engagement, or empathy. They are capable of interacting with people and one another in a socially intelligent manner using multimodal communicative behaviors, with the goal to support humans in various domains.Written by international experts in their respective fields, the book summarizes research in the many important research communities pertinent for SIAs, while discussing current challenges and future directions. The handbook provides easy access to modeling and studying SIAs for researchers and students, and aims at further bridging the gap between the research communities involved.In two volumes, the book clearly structures the vast body of research. The first volume starts by introducing what is involved in SIAs research, in particular research methodologies and ethical implications of developing SIAs. It further examines research on appearance and behavior, focusing on multimodality. Finally, social cognition for SIAs is investigated using different theoretical models and phenomena such as theory of mind or pro-sociality. The second volume starts with perspectives on interaction, examined from different angles such as interaction in social space, group interaction, or long-term interaction. It also includes an extensive overview summarizing research and systems of human–agent platforms and of some of the major application areas of SIAs such as education, aging support, autism, and games.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;Digital Dreams Have Become Nightmares: What We Must Do;Baecker, Ronald M. and Grudin, Jonathan;;2024;ACM Digital Library;;56;This book offers a compelling discussion of the digital dreams that have come true, their often unintended side effects (nightmares), and what must be done to counteract the nightmares. It is intended as an impetus to further conversation not only in homes and workplaces, but in academic courses and even legislative debates. Equally importantly, the book is a presentation of what digital technology professionals need to know about these topics and the actions they should undertake individually and in support of other citizens, societal initiatives, and government. The author begins by introducing the amazing progress made in digital technologies over the past 80 years. Pioneering engineers dreamed of potential uses of technology through their writing and technical achievements, further inspiring thousands of researchers to bring the dreams to life, and to dream new dreams as well. The second part of the book describes the myriad adverse side effects and unanticipated challenges that arose as those dreams were pursued and achieved. Examples include rampant misinformation on social media, ransomware, autonomous weapons, and the premature use of AI before it is reliable and safe.The book closes with a positive call to action, outlining ways to address the challenges through ethical career choices, careful analysis, thoughtful design, research, citizen engagement, legislation/regulation, and careful consideration of how bad actors may use technology. Readers of Digital Dreams Have Become Nightmares should become more knowledgeable, wiser, and also cautiously optimistic, determined to affect positive changes through their design, creation, and use of technology.“Are you feeling happy about the role of information technology in the world today? You should read this book for a dose of reality. Are you in despair about it? This book is the prescription for that condition, too! Nobody else could cover the landscape as Ron Baecker does.” - Clayton Lewis, Emeritus Professor, University of Colorado Boulder“This book is a captivating review of important computing developments. Many things talked about as new today have been around for a long time. Much can be learned from the past. The book also teaches a careful and consistent method that enables the reader to do this kind of work as the need arises. The book suggests the need will arise.” - John Leslie King, Emeritus Professor, University of Michigan;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;CompSysTech '23: Proceedings of the 24th International Conference on Computer Systems and Technologies;;;2023;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;Software: A Technical History;Tracy, Kim W.;;2021;ACM Digital Library;;38;Software history has a deep impact on current software designers, computer scientists, and technologists. System constraints imposed in the past and the designs that responded to them are often unknown or poorly understood by students and practitioners, yet modern software systems often include “old” software and “historical” programming techniques. This work looks at software history through specific software areas to develop student-consumable practices, design principles, lessons learned, and trends useful in current and future software design. It also exposes key areas that are widely used in modern software, yet infrequently taught in computing programs. Written as a textbook, this book uses specific cases from the past and present to explore the impact of software trends and techniques.Building on concepts from the history of science and technology, software history examines such areas as fundamentals, operating systems, programming languages, programming environments, networking, and databases. These topics are covered from their earliest beginnings to their modern variants. There are focused case studies on UNIX, APL, SAGE, GNU Emacs, Autoflow, internet protocols, System R, and others. Extensive problems and suggested projects enable readers to deeply delve into the history of software in areas that interest them most.;;;;;;;Association for Computing Machinery;;;;Envolve o ensino de Engenharia de Software, mas não aborda o uso da Realidade Aumentada;45350;45358;annazenaide;annazenaide;Rejected;
;ECCE '23: Proceedings of the European Conference on Cognitive Ergonomics 2023;;;2023;ACM Digital Library;;;None;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;A survey of modeling language specification techniques;Bork, Dominik and Karagiannis, Dimitris and Pittl, Benedikt;Inf. Syst.;2020;ACM Digital Library;;87;None;;10.1016/j.is.2019.101425;https://doi.org/10.1016/j.is.2019.101425;;;Modeling language, Specification, Metamodel, Evaluation, Standards;Elsevier Science Ltd.;0306-4379;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
;A dive in white and grey shades of ML and non-ML literature: a multivocal analysis of mathematical expressions;Sakshi and Kukreja, Vinay;Artif. Intell. Rev.;2022;ACM Digital Library;7047–7135;56;With the advent and advancement of machine learning and deep learning techniques, machine-based recognition systems for mathematical text have captivated the attention of the research community for the last four decades. Mathematical Expression Recognition systems have been identified based on terms of their techniques, approach, dataset, and accuracies. This study majorly targets a rigorous review of both the published form of literature and the least attended literature, i.e., grey literature. Apart from the digital libraries, the papers and other instances of information have been gathered from the grey sources like google patents, archives, technical reports, app stores, etc., culminating in 262 instances. After the heedful filtration imposed on both white and grey literature, the final pool of studies has been investigated for eight formulated research questions. The answers extracted have been analyzed, providing both quantitative and qualitative insights. The analysis and surveys have systematically summed up the potentials of both white and grey shades of literature present on MER and brought exciting extractions out of 155 formal white literature and 107 grey sources. The survey extracts and brings out the highlighting observations after analysis, which sublimates the fact that 52% of grey literature is composed of mobile applications and user interfaces, whereas the published 63% of white data is presently concentrated in 39 different conferences, and the prominent conference is ICDAR (#30). A list of challenges and open issues has been extracted for directing future research dimensions.;;10.1007/s10462-022-10330-1;https://doi.org/10.1007/s10462-022-10330-1;;;Multivocal literature review, Grey sources, Handwritten mathematical expressions, Mathematical expression recognition;Kluwer Academic Publishers;0269-2821;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45358;annazenaide;annazenaide;Rejected;
